Account,Followers,Quality_Audience,ER,Est_Post_Price,Avg_Reels_View,Category,Interests,Turkey,Comment_Rate,Score,Sponsored_Reels_View,Campaign_Reach,Performance_Ratio,Cost_Per_Reach,Link_Clicks,Cost_Per_Click,Actual_Campaign_Cost
mevlutkaan1,413108,361428,6.877015,1205.0,918330,"Funny Videos, Entertainment, Movies & TV Shows, Political Shows, Standup, Politics, Social Clubs, Memes, Hobbies, Actors or Actress","Entertainment : 66%, Film & Television : 63%, Dance : 52%, Theater : 50%, Fashion : 48%, Social Issues : 46%, Politics : 44%, Stand-up Comedy : 39%, Music : 38%, Traveling : 33%, Beauty : 31%, Unboxings : 30%, Modeling : 30%, Volleyball : 28%, Technology & Gadgets : 24%, Luxury : 24%, Fitness & Bodybuilding : 23%, Football & Soccer : 22%, Health & Medicine : 21%",81,0.02,90,,,,,,,
yakupsivri,413210,357261,8.078701,1405.0,853720,,,60,0.14,90,,,,,,,
nur.ertugrulcan,378334,332177,7.972849,1130.0,1367389,,,70,0.06,90,,,,,,,
keladam_turkiye,403042,331703,4.607088,1130.0,582747,,,46,0.08,90,,,,,,,
onur.baba.can,374046,330955,6.979088,1135.0,540540,"Politics, Political Shows, Political Leaders, Social Issues, Friendship, Government, Social Organisations, Social Studies Education, Movies & TV Shows, Memes","Social Issues : 98%, Politics : 96%, Film & Television : 86%, Religion : 52%, Entertainment : 45%, Business and Careers : 38%, Football & Soccer : 36%, Philanthropy & Charity : 31%, Finance & Accounting : 31%, Theater : 24%, Unboxings : 24%, Technology & Gadgets : 21%",75,0.41,90,,,,,,,
arisakizi,361248,305326,9.759916,1060.0,720078,"Pop Art, Parody & Sketches, Digital Art, Movies & TV Shows, Art, Entertainment, Memes, Actors or Actress, Anime, Comics","Entertainment : 69%, Film & Television : 67%, Theater : 54%, Dance : 37%, Politics : 37%, Cosplay : 36%, Beauty : 34%, Fashion : 34%, Social Issues : 32%, Anime, Manga & Comics : 31%, Music : 29%, Unboxings : 28%, Makeup : 26%, Traveling : 25%, Photography : 24%, Technology & Gadgets : 22%, Stand-up Comedy : 21%, Nail Care : 21%, Modeling : 21%, Skincare : 20%",62,0.03,90,,,,,,,
zeybik,362688,303642,7.274434,1010.0,810215,"Fashion Trends, Lingerie & Intimates, Adult Modelling, Beauty, Fashion, Women's Fashion, Kids Fashion, Beauty Tips & Hacks, Shopping & Fashion Travel, Sex & Sexuality","Fashion : 84%, Beauty : 80%, Modeling : 64%, Traveling : 53%, Makeup : 49%, Luxury : 43%, Dance : 38%, Film & Television : 32%, Skincare : 32%, Unboxings : 27%, Entertainment : 27%, Haircare : 25%, Yoga : 24%, Theater : 23%, Health & Medicine : 23%, Nail Care : 21%, Politics : 21%, Fitness & Bodybuilding : 21%, Photography : 20%",72,0.05,90,,,,,,,
latenighter,329439,292805,13.434657,1000.0,827672,"Love & Intimacy, Romantic Relationships & Dating, Memes, Sex & Sexuality, LGBTQ+, Pastor, Social Issues, Church, Friendship, Political Shows","Film & Television : 63%, Entertainment : 61%, Social Issues : 61%, Fashion : 46%, Theater : 45%, Politics : 41%, Dance : 41%, Beauty : 40%, Traveling : 40%, Stand-up Comedy : 33%, Music : 32%, Unboxings : 31%, Religion : 31%, Makeup : 27%, Modeling : 27%, Luxury : 26%, Parenting & Relationships : 25%, Health & Medicine : 24%, Skincare : 24%, Business and Careers : 24%, Nail Care : 22%, Haircare : 21%, Volleyball : 21%, Hiking & Trekking : 20%, Fitness & Bodybuilding : 20%",70,0.06,90,,,,,,,
simayrie,328159,291470,32.528896,1000.0,3584723,"Political Shows, Movies & TV Shows, Entertainment, Funny Videos, Politics, Memes, Romantic Relationships & Dating, Love & Intimacy, Social Issues, Political Leaders","Film & Television : 72%, Politics : 69%, Social Issues : 61%, Entertainment : 53%, Theater : 42%, Unboxings : 41%, Fashion : 37%, Beauty : 36%, Business and Careers : 29%, Religion : 25%, Makeup : 25%, Traveling : 24%, Parenting & Relationships : 23%, Dance : 23%, Modeling : 23%, Technology & Gadgets : 22%, Luxury : 21%, Skincare : 20%, Music : 20%",75,0.12,90,,,,,,,
dogaozdas,321043,288457,10.84076,1140.0,1327324,"Fashion Trends, Fashion, Lingerie & Intimates, Adult Modelling","Sustainability : 80%, Beauty : 72%, Haircare : 62%, Traveling : 53%, Fashion : 51%, Literature : 39%, Dance : 37%, Makeup : 36%, Social Issues : 33%, Educational : 27%, Skincare : 27%, Motorsports : 26%, Stand-up Comedy : 26%, Video Gaming : 25%, Modeling : 23%, Science : 22%, Nail Care : 21%, AI & Machine Learning : 21%",74,0.03,90,,,,,,,
metecankanbur,346861,285466,8.083786,1000.0,403657,"Football & Soccer, Volleyball, Handball, Travel Agencies, Politics, Political Leaders, Basketball, Sports, Romantic Relationships & Dating, Travel","Politics : 67%, Social Issues : 66%, Film & Television : 65%, Volleyball : 58%, Football & Soccer : 58%, Baseball : 48%, Entertainment : 46%, Traveling : 46%, Basketball : 44%, Fashion : 39%, American Football : 37%, Theater : 36%, Beauty : 35%, Dance : 31%, Unboxings : 28%, Business and Careers : 28%, Modeling : 23%, Parenting & Relationships : 23%, Religion : 23%, Music : 23%, Hiking & Trekking : 21%, Stand-up Comedy : 21%",64,0.03,80,,,,,,,
ozumyldzeli,318329,273699,9.152795,935.0,1178069,"Fashion Trends, Kids Fashion, Lingerie & Intimates, Women's Fashion, Fashion, Shopping & Fashion Travel, Accessories, Actors or Actress, Luxury Fashion, Formal Wear","Fashion : 71%, Beauty : 63%, Modeling : 53%, Film & Television : 47%, Entertainment : 45%, Luxury : 39%, Makeup : 39%, Theater : 39%, Dance : 38%, Unboxings : 32%, Traveling : 29%, Skincare : 26%, Politics : 26%, Haircare : 22%, Nail Care : 22%, Parenting & Relationships : 21%, Cosplay : 20%",76,0.05,90,,,,,,,
kardelen.yildirim,318124,272250,4.764337,935.0,588933,"Beauty Tutorials, Beauty Tips & Hacks, Beauty Health, Skincare, Makeup, Hair Health, Haircare, Eye Health, Beauty, Women's Health","Beauty : 71%, Makeup : 62%, Fashion : 58%, Skincare : 54%, Haircare : 52%, Film & Television : 45%, Nail Care : 40%, Unboxings : 35%, Politics : 35%, Traveling : 30%, Health & Medicine : 30%, Modeling : 29%, Entertainment : 29%, Luxury : 28%, Parenting & Relationships : 26%, Social Issues : 25%, Theater : 23%, Dance : 21%",72,0.03,90,,,,,,,
zarifedonmez38,333202,269593,5.485111,935.0,1365555,"Parenting Hacks & Tips, Toddler Activities, Motherhood, Blended Families, Family & Parenting, Kids, Children Wear, Newborn Care, Funny Videos, Movies & TV Shows","Politics : 62%, Film & Television : 58%, Social Issues : 58%, Parenting & Relationships : 54%, Unboxings : 51%, Fashion : 42%, Entertainment : 37%, Children's Games & Toys : 36%, Beauty : 35%, Theater : 29%, Business and Careers : 27%, Philanthropy & Charity : 25%, Health & Medicine : 25%, Skincare : 24%, Traveling : 24%, Makeup : 22%, Religion : 22%, Luxury : 21%, Dance : 21%, Technology & Gadgets : 20%, Modeling : 20%",89,0.03,80,,,,,,,
asenakeskinci,318513,269047,6.985272,930.0,373655,"Actors or Actress, Beauty, Love & Intimacy, Romantic Relationships & Dating, Lingerie & Intimates, Movies & TV Shows, Sex & Sexuality, Photography, Theater","Film & Television : 64%, Fashion : 64%, Beauty : 61%, Traveling : 52%, Modeling : 42%, Entertainment : 40%, Politics : 37%, Makeup : 36%, Theater : 35%, Photography : 30%, Luxury : 30%, Unboxings : 28%, Social Issues : 28%, Hiking & Trekking : 26%, Skincare : 20%",66,0.03,90,,,,,,,
suomerays,375666,266647,9.326636,930.0,782716,"Romantic Relationships & Dating, Love & Intimacy, Memes, Sex & Sexuality, Political Shows, Politics, LGBTQ+, Movies & TV Shows, Friendship, Lingerie & Intimates","Film & Television : 67%, Politics : 66%, Social Issues : 61%, Fashion : 54%, Traveling : 48%, Entertainment : 43%, Beauty : 42%, Unboxings : 40%, Theater : 33%, Modeling : 27%, Luxury : 27%, Makeup : 26%, Parenting & Relationships : 25%, Religion : 25%, Skincare : 21%, Business and Careers : 21%, Dance : 21%",74,0.03,80,,,,,,,
mhr_polat,365128,265886,8.549878,930.0,782582,"Social Issues, Political Leaders, Social Organisations, Politics, Church, Religious Organizations, Social Studies Education, Nonprofit Organizations, Political Shows, Consulting","Social Issues : 79%, Politics : 76%, Film & Television : 63%, Theater : 41%, Business and Careers : 40%, Unboxings : 38%, Traveling : 36%, Religion : 36%, Entertainment : 33%, Fashion : 28%, Philanthropy & Charity : 28%, Parenting & Relationships : 26%, Beauty : 26%, Finance & Accounting : 26%, Hiking & Trekking : 25%, Handicrafts : 23%, Educational : 23%, Photography : 21%, Health & Medicine : 21%, DIY Projects : 21%, Modeling : 20%, Luxury : 20%",79,0.24,80,,,,,,,
oglcndesign,285204,265553,10.880107,930.0,306580,"Football & Soccer, Volleyball, Handball, American Football, Rugby, Baseball, Cricket, Sports, Basketball, Politics","American Football : 86%, Football & Soccer : 85%, Volleyball : 84%, Baseball : 81%, Politics : 77%, Basketball : 68%, Social Issues : 66%, Film & Television : 65%, Entertainment : 64%, Theater : 44%, Dance : 40%, Ice Hockey : 39%, Music : 37%, Fashion : 37%, Stand-up Comedy : 35%, Business and Careers : 33%, Traveling : 31%, Unboxings : 29%, Beauty : 25%, Finance & Accounting : 25%, Technology & Gadgets : 22%, Modeling : 21%",79,0.08,90,,,,,,,
furkanagluc76,304275,263836,5.170323,805.0,651598,"Social Clubs, Social Issues, Hiking & Trekking, Hobbies, Cultural & Historical Travel, Exotic Pets, Relocation, Romantic Relationships & Dating, Outdoor Activities, Wildlife & Nature","Social Issues : 65%, Film & Television : 58%, Politics : 58%, Entertainment : 48%, Traveling : 48%, Theater : 40%, Fashion : 39%, Beauty : 38%, Hiking & Trekking : 37%, Dance : 31%, Stand-up Comedy : 31%, Unboxings : 29%, Volleyball : 29%, Modeling : 26%, Music : 26%, Ecology : 26%, Pet Care : 25%, Parenting & Relationships : 25%, Football & Soccer : 25%, Business and Careers : 23%, Technology & Gadgets : 23%, Motorcycles : 22%, Makeup : 21%, Fitness & Bodybuilding : 21%, Health & Medicine : 21%",68,0.01,80,,,,,,,
deniizaltun,296596,262279,11.683738,925.0,588812,"Political Shows, Movies & TV Shows, Entertainment, Politics, Social Issues, Political Leaders, Social Organisations, Sales & Marketing, Technology, Internet of Things","Film & Television : 74%, Entertainment : 73%, Social Issues : 64%, Politics : 59%, Theater : 58%, Music : 38%, Dance : 38%, Technology & Gadgets : 33%, Business and Careers : 31%, Fashion : 28%, Unboxings : 27%, Stand-up Comedy : 26%, Traveling : 26%, Beauty : 24%, Cosplay : 21%, Religion : 21%, Finance & Accounting : 21%",74,0.13,90,,,,,,,
onururesinofficial,299734,260678,6.082727,930.0,350577,"Food, Food & Beverages, Cooking, Desserts, Recipes, Meat & Barbecue, Vegan Food, Organic Food, Food Reviews, Beverages","Gastronomy : 86%, Cooking : 86%, Coffee Culture : 86%, Grilling & BBQ : 82%, Nutritious Foods : 64%, Dining & Nightlife : 52%, Fashion : 35%, Beers : 32%, Traveling : 29%, Unboxings : 25%, Health & Medicine : 24%, Beauty : 23%, Film & Television : 23%, Luxury : 20%, Modeling : 20%",60,0.38,90,,,,,,,
efendikasap16,316911,257078,5.501229,870.0,2020034,"Food, Food & Beverages, Meat & Barbecue, Cooking, Vegan Food, Organic Food, Desserts, Recipes, Food Reviews, Healthy Food","Gastronomy : 80%, Coffee Culture : 80%, Cooking : 79%, Grilling & BBQ : 71%, Nutritious Foods : 53%, Dining & Nightlife : 45%, Social Issues : 40%, Politics : 35%, Beers : 35%, Film & Television : 30%, Health & Medicine : 26%, Fashion : 25%, Unboxings : 24%, Tea : 23%, Entertainment : 23%, Traveling : 22%, Theater : 22%, Parenting & Relationships : 20%, Beauty : 20%",71,0.16,90,,,,,,,
hamzaibac,292106,254920,23.519373,870.0,995353,"Memes, Love & Intimacy, Funny Videos, LGBTQ+, Romantic Relationships & Dating, Movies & TV Shows, Political Shows, Sex & Sexuality, Politics, Actors or Actress","Entertainment : 69%, Film & Television : 67%, Social Issues : 63%, Politics : 53%, Theater : 48%, Fashion : 43%, Dance : 42%, Beauty : 40%, Stand-up Comedy : 37%, Music : 33%, Traveling : 32%, Unboxings : 31%, Makeup : 28%, Modeling : 28%, Business and Careers : 28%, Religion : 27%, Luxury : 25%, Skincare : 24%, Parenting & Relationships : 24%, Volleyball : 23%, Health & Medicine : 22%, Nail Care : 21%, Haircare : 21%, Cosplay : 21%, Technology & Gadgets : 21%",73,0.07,90,,,,,,,
normaldiiil,279891,252265,6.501459,865.0,717812,"Romantic Relationships & Dating, Political Shows, Movies & TV Shows, Entertainment, Love & Intimacy, Funny Videos, TV Show, Memes, Sex & Sexuality, Singer","Literature : 67%, Video Gaming : 64%, Social Issues : 56%, Sustainability : 50%, Science : 48%, Beauty : 45%, Educational : 43%, Dance : 40%, Stand-up Comedy : 39%, Traveling : 30%, Anime, Manga & Comics : 28%, Haircare : 27%, Makeup : 27%, Interior Design : 27%, Fashion : 24%, Skincare : 23%, Business and Careers : 22%, AI & Machine Learning : 21%, Architecture & Design : 20%, Modeling : 20%, Cosplay : 20%",78,0.05,90,,,,,,,
emrebaass,286800,251580,18.991283,865.0,1560018,"Gym & Fitness, Bodybuilding, Weightlifting, Gymnastics, Stretching, Cardio Training, Functional Training, Powerlifting, Men's Health, Martial Arts","Fitness & Bodybuilding : 98%, Physics : 96%, Yoga : 95%, Wrestling : 91%, Boxing : 81%, Health & Medicine : 74%, Traveling : 63%, Running & Athletics : 56%, Fashion : 46%, Volleyball : 34%, Beauty : 34%, Science : 34%, Hiking & Trekking : 34%, Dance : 30%, Modeling : 28%, Social Issues : 27%, Basketball : 26%, Biology : 25%, Film & Television : 25%, Luxury : 21%, Entertainment : 21%, Politics : 20%",65,0.15,80,,,,,,,
nihatkahveci08,314108,250752,5.277325,865.0,328948,"Political Leaders, Politics, Football & Soccer, Political Shows, Social Issues, Volleyball, Social Organisations, Romantic Relationships & Dating, Career, Movies & TV Shows","Politics : 82%, Social Issues : 80%, Film & Television : 65%, Business and Careers : 50%, Entertainment : 50%, Theater : 44%, Volleyball : 41%, Football & Soccer : 40%, Parenting & Relationships : 40%, Unboxings : 36%, Finance & Accounting : 35%, Fashion : 34%, Religion : 31%, Beauty : 30%, Philanthropy & Charity : 30%, Traveling : 28%, Baseball : 27%, Dance : 27%, American Football : 26%, Music : 25%, Health & Medicine : 23%, Basketball : 21%",66,0.03,90,,,,,,,
imfatihyld,282977,246586,7.954003,865.0,568164,,"Science : 50%, Literature : 50%, Social Issues : 49%, Beers : 39%, Dining & Nightlife : 37%, Dance : 37%, Sustainability : 35%, Video Gaming : 32%, Football & Soccer : 31%, Educational : 27%, Anime, Manga & Comics : 27%, Beauty : 26%, Cooking : 25%, Architecture & Design : 25%, Ice Hockey : 24%, Traveling : 23%, Hiking & Trekking : 22%, Fashion : 21%",76,0.29,90,,,,,,,
m6nifestgirls,268719,230695,11.170033,800.0,750203,,,63,0.1,90,,,,,,,
sevimileaykut,265018,230433,9.805372,800.0,1435524,"Love & Intimacy, Romantic Relationships & Dating, Sex & Sexuality, Political Leaders, LGBTQ+, Religious Organizations, Pastor, Political Shows, Religion & Spirituality, Social Issues","Politics : 71%, Social Issues : 70%, Film & Television : 65%, Entertainment : 55%, Fashion : 44%, Unboxings : 42%, Theater : 39%, Religion : 38%, Business and Careers : 38%, Beauty : 32%, Traveling : 31%, Parenting & Relationships : 31%, Dance : 31%, Health & Medicine : 28%, Music : 26%, Makeup : 25%, Skincare : 23%, Modeling : 22%, Finance & Accounting : 21%, Luxury : 21%, Haircare : 20%, Volleyball : 20%",66,0.31,90,,,,,,,
vansporfk,239118,220490,4.95613,790.0,85841,"Football & Soccer, American Football, Rugby, Handball, Volleyball, Baseball, Cricket, Sports, Basketball, Politics","American Football : 90%, Baseball : 89%, Football & Soccer : 87%, Volleyball : 82%, Basketball : 78%, Politics : 71%, Entertainment : 68%, Social Issues : 63%, Film & Television : 62%, Ice Hockey : 46%, Theater : 44%, Dance : 41%, Music : 41%, Stand-up Comedy : 38%, Business and Careers : 32%, Technology & Gadgets : 29%, Fashion : 26%, Traveling : 25%, Finance & Accounting : 24%, Motorcycles : 23%, Unboxings : 21%, Automobiles : 21%",80,0.17,90,,,,,,,
usagi.doodles,248560,218409,6.859712,790.0,615131,"Art, Digital Art, Painting, 3D Printing, Street Art, Art & Design, Calligraphy, Sculpture, Ceramic Art, Anime","Anime, Manga & Comics : 94%, Handicrafts : 82%, Photography : 74%, DIY Projects : 67%, Cosplay : 66%, Entertainment : 56%, Literature : 54%, Film & Television : 52%, Architecture & Design : 50%, Video Gaming : 42%, Theater : 40%, Dance : 27%, Children's Games & Toys : 22%, Music : 22%, Technology & Gadgets : 22%, Property & Real Estate : 20%",43,0.05,90,,,,,,,
sarptokmak,246778,218151,6.859809,735.0,467450,Memes,"Entertainment : 72%, Film & Television : 70%, Social Issues : 51%, Theater : 46%, Politics : 45%, Video Gaming : 43%, Technology & Gadgets : 42%, Cosplay : 40%, Music : 39%, Dance : 34%, Stand-up Comedy : 34%, Fashion : 24%, Anime, Manga & Comics : 24%, Unboxings : 22%, Traveling : 22%, Children's Games & Toys : 22%, Beauty : 21%",82,0.04,90,,,,,,,
deryacebeciogluu,269842,209775,6.38948,730.0,180740,"Volleyball, Football & Soccer, Handball, Tennis, Sports, Cricket, Hockey, Golf, Swimwear, Wwimming","Fashion : 58%, Volleyball : 58%, Entertainment : 56%, Film & Television : 50%, Beauty : 48%, Dance : 47%, Politics : 43%, Theater : 42%, Football & Soccer : 42%, Social Issues : 36%, Unboxings : 36%, Traveling : 35%, Modeling : 35%, Baseball : 35%, Basketball : 31%, Parenting & Relationships : 31%, Ice Hockey : 31%, Music : 29%, Luxury : 29%, Stand-up Comedy : 26%, American Football : 26%, Makeup : 26%, Health & Medicine : 26%, Business and Careers : 26%, Yoga : 24%",42,0.05,80,,,,,,,
bilalsoydas69,231286,200409,13.219996,725.0,310101,"Football & Soccer, Politics, Political Shows, Volleyball, Political Leaders, Movies & TV Shows, Romantic Relationships & Dating, Social Issues, Friendship, Memes","Politics : 75%, Film & Television : 74%, Social Issues : 71%, Entertainment : 62%, Football & Soccer : 48%, Volleyball : 45%, Theater : 42%, Fashion : 36%, Unboxings : 36%, Dance : 30%, Music : 30%, Baseball : 29%, American Football : 29%, Business and Careers : 29%, Beauty : 29%, Traveling : 28%, Parenting & Relationships : 27%, Religion : 27%, Basketball : 23%, Stand-up Comedy : 23%, Finance & Accounting : 20%",75,0.05,90,,,,,,,
ozlem.ucel,227799,194335,9.366591,670.0,1023914,"Makeup, Beauty Tips & Hacks, Beauty Tutorials, Beauty Health, Haircare, Hair Health, Skincare, Beauty, Nails, Eye Health","Beauty : 76%, Makeup : 70%, Skincare : 66%, Haircare : 61%, Nail Care : 59%, Fashion : 54%, Modeling : 37%, Film & Television : 35%, Unboxings : 35%, Politics : 31%, Traveling : 30%, Luxury : 29%, Entertainment : 29%, Theater : 27%, Health & Medicine : 24%, Social Issues : 24%, Dance : 22%",70,0.06,90,,,,,,,
